layer,head,mean_importance,std_importance,samples,baseline_mean
0,0,-0.010092188375738432,0.004015308911253893,477,-0.059473082579406804
0,1,-0.030720138320976583,0.002212845274709194,477,-0.059473082579406804
0,2,0.0001855085309071611,0.00028740160052572795,477,-0.059473082579406804
0,3,-0.00965433503721745,0.001478442492134645,477,-0.059473082579406804
0,4,0.0017246758522352582,0.0005559872146788669,477,-0.059473082579406804
0,5,-0.008289425932573822,0.00197328109955442,477,-0.059473082579406804
0,6,0.008999954104673438,0.002714184066869205,477,-0.059473082579406804
0,7,0.02974492537181832,0.014320326589026489,477,-0.059473082579406804
0,8,-0.006226135374864942,0.0014207572268080209,477,-0.059473082579406804
0,9,-0.04133968170052804,0.003664592738291879,477,-0.059473082579406804
0,10,0.03627717858902813,0.010031978437236586,477,-0.059473082579406804
0,11,0.006998202984125609,0.00597097843236996,477,-0.059473082579406804
0,12,-0.027906669073384762,0.003959686847337371,477,-0.059473082579406804
0,13,0.017152839143071284,0.007167519706958582,477,-0.059473082579406804
0,14,-0.018864449652485876,0.007563281639286999,477,-0.059473082579406804
0,15,0.02914147615526457,0.00349401929657238,477,-0.059473082579406804
0,16,-0.035812398063436744,0.0014194032804262563,477,-0.059473082579406804
0,17,-0.019409673760959437,0.015481010502440589,477,-0.059473082579406804
0,18,0.004244503289836008,0.00047796438895087747,477,-0.059473082579406804
0,19,-0.0031401583186860356,0.001302542887493193,477,-0.059473082579406804
0,20,-0.0013919463400695808,0.0010223655871829333,477,-0.059473082579406804
0,21,-0.03444961399870849,0.012612012914208326,477,-0.059473082579406804
0,22,0.0059516095405979475,0.0017478092935731893,477,-0.059473082579406804
0,23,0.011488434841048042,0.0018619804738149138,477,-0.059473082579406804
1,0,-0.0024055901375956506,0.002933404716726709,477,0.20329685046862755
1,1,0.0003636586919145764,0.0004658934455183348,477,0.20329685046862755
1,2,-0.002220253633878016,0.0012106116997060306,477,0.20329685046862755
