layer,head,mean_importance,std_importance,samples,baseline_mean
0,0,-0.009248814905536954,0.0030250183342370057,467,0.055646723776465436
0,1,-0.004982668803745534,0.0024620507089307825,467,0.055646723776465436
0,2,-0.0008966418669202088,0.0003440481261865701,467,0.055646723776465436
0,3,0.0007891740542248179,0.0011907836811366858,467,0.055646723776465436
0,4,-0.0020678599386992494,0.0004713462979996776,467,0.055646723776465436
0,5,-0.017604007106473793,0.001548443617150049,467,0.055646723776465436
0,6,-0.0156872127986886,0.0032965052204531886,467,0.055646723776465436
0,7,0.03314044541924618,0.020961827603898614,467,0.055646723776465436
0,8,-0.01097849020395404,0.001855819007293716,467,0.055646723776465436
0,9,-0.011614632298192708,0.002525319455192056,467,0.055646723776465436
0,10,0.03077265500874763,0.008535533165992782,467,0.055646723776465436
0,11,0.02575973630334376,0.0065599326701896435,467,0.055646723776465436
0,12,-0.17969492681890853,0.00464427419821762,467,0.055646723776465436
0,13,0.0028052647145389233,0.007385702822597126,467,0.055646723776465436
0,14,-0.008172812538592412,0.007399980100077192,467,0.055646723776465436
0,15,-0.0007889496752836719,0.0034102908209489653,467,0.055646723776465436
0,16,0.010161960581257717,0.0017283885128619371,467,0.055646723776465436
0,17,0.10417142030493828,0.015820821275583746,467,0.055646723776465436
0,18,0.0003894299500057478,0.0005263938473090828,467,0.055646723776465436
0,19,-0.0025911892064282675,0.0015016715858664962,467,0.055646723776465436
0,20,0.006047308235578797,0.0008368574867248966,467,0.055646723776465436
0,21,0.1288882030824267,0.011869479802000654,467,0.055646723776465436
0,22,3.906446100238559e-05,0.002118864633085874,467,0.055646723776465436
0,23,0.00042735184772175436,0.0022424029917661385,467,0.055646723776465436
1,0,-0.022349744971354973,0.0031928538701710323,467,-0.12187823420290773
1,1,0.0012976729113616575,0.0005050814070762835,467,-0.12187823420290773
1,2,0.009195796371591168,0.001284523874384129,467,-0.12187823420290773
1,3,-0.0013764149627032065,0.0002597118555828322,467,-0.12187823420290773
1,4,0.0033548286132817607,0.00039353040332001325,467,-0.12187823420290773
1,5,0.022162802601173297,0.0026236800487981406,467,-0.12187823420290773
1,6,0.0012838970151843555,0.010192670310315661,467,-0.12187823420290773
1,7,0.04430252369453361,0.003423255630808119,467,-0.12187823420290773
1,8,-0.022816481240237295,0.0034524355134843165,467,-0.12187823420290773
1,9,-0.10067302978555702,0.008772237673233645,467,-0.12187823420290773
1,10,0.00416974741686335,0.0006453658183492034,467,-0.12187823420290773
1,11,0.01552751242348673,0.002362292506564316,467,-0.12187823420290773
1,12,-0.016607226520712934,0.0002787983218326244,467,-0.12187823420290773
1,13,-0.009868186557509914,0.0004165331359168455,467,-0.12187823420290773
1,14,0.00779996706248606,0.0009102005686848974,467,-0.12187823420290773
1,15,-0.028501233177726223,0.0006746241264764287,467,-0.12187823420290773
1,16,-0.007494627894949352,0.0005337131052990501,467,-0.12187823420290773
1,17,-0.02292085730927404,0.0011749119536574324,467,-0.12187823420290773
1,18,0.00792337019929794,0.00046252693831235327,467,-0.12187823420290773
1,19,-0.007945792266911562,0.00023539397371113985,467,-0.12187823420290773
1,20,-0.007805264317600069,0.0007257499617923526,467,-0.12187823420290773
1,21,0.04130253610570119,0.04349987976610169,467,-0.12187823420290773
1,22,0.007475891200390822,0.0031060173520730226,467,-0.12187823420290773
1,23,0.008367768738107711,0.015114060597943355,467,-0.12187823420290773
2,0,0.002131634242274266,0.0010560378768140837,467,0.43431024023628845
2,1,0.0053913445556955115,0.0013094654702980088,467,0.43431024023628845
2,2,-0.010726249511543128,0.0013171908098679787,467,0.43431024023628845
2,3,-0.02586703174757498,0.01400872470886204,467,0.43431024023628845
2,4,-0.061114861221078634,0.009592285531794649,467,0.43431024023628845
2,5,-0.04017409398290279,0.0034493934294093907,467,0.43431024023628845
