emotion,kind,layer,alpha,sigma,dose,s_base_final,s_final,ds_final,I_final,s_base_anchor,s_anchor,ds_anchor,I_anchor,n_samples
sadness,attention,0,0.3,0.024746809686933244,0.007424042906079973,0.05994866397895653,0.06068544480285804,0.0007367808239015089,0.09924253310795349,,,,,477
sadness,attention,1,0.3,0.03355450857253302,0.010066352571759906,0.05994866397895653,0.05936709508705939,-0.000581568891897144,-0.057773546848406084,,,,,477
sadness,attention,2,0.3,0.04446781249273391,0.013340343747820173,0.05994866397895653,0.05977118396409153,-0.00017748001486500575,-0.013304006120082638,,,,,477
sadness,attention,3,0.3,0.05272324879964193,0.015816974639892577,0.05994866397895653,0.0601326658290887,0.00018400185013216913,0.011633188667325245,,,,,477
sadness,attention,4,0.3,0.07425630660284133,0.022276891980852396,0.05994866397895653,0.06069140189348777,0.0007427379145312357,0.03334118220663993,,,,,477
sadness,attention,5,0.3,0.09585160300845191,0.028755480902535574,0.05994866397895653,0.05989837377826123,-5.02902006953021e-05,-0.0017488909632830262,,,,,477
sadness,attention,6,0.3,0.10027883166358584,0.03008364949907575,0.05994866397895653,0.05949235224873765,-0.00045631173021888627,-0.015168097548567216,,,,,477
sadness,attention,7,0.3,0.12613108044578916,0.037839324133736744,0.05994866397895653,0.06212076688462583,0.0021721029056692986,0.057403321951321466,,,,,477
sadness,attention,8,0.3,0.13033072153727213,0.039099216461181634,0.05994866397895653,0.062233173122445994,0.0022845091434894604,0.0584285146930645,,,,,477
sadness,attention,9,0.3,0.13836706252325148,0.041510118756975446,0.05994866397895653,0.06430415150004613,0.0043554875210896,0.10492592291988312,,,,,477
sadness,attention,10,0.3,0.1499653316679455,0.04498959950038365,0.05994866397895653,0.06704002100216767,0.007091357023211141,0.15762214160520965,,,,,477
sadness,attention,11,0.3,0.15608846573602586,0.046826539720807754,0.05994866397895653,0.0716826025420015,0.011733938563044964,0.25058308030031295,,,,,477
sadness,attention,12,0.3,0.1668252490815662,0.050047574724469863,0.05994866397895653,0.08629908976564868,0.026350425786692146,0.5265075467045275,,,,,477
sadness,attention,13,0.3,0.19299743289039248,0.05789922986711774,0.05994866397895653,0.11624170561756478,0.056293041638608245,0.9722589016780396,,,,,477
sadness,attention,14,0.3,0.21573316483270555,0.06471994944981166,0.05994866397895653,0.13920666461720657,0.07925800063825003,1.224630138188105,,,,,477
sadness,attention,15,0.3,0.25008533114478704,0.07502559934343611,0.05994866397895653,0.18339742573302248,0.12344876175406594,1.645421867127894,,,,,477
sadness,attention,16,0.3,0.2807611737932478,0.08422835213797433,0.05994866397895653,0.20397489975583377,0.14402623577687723,1.7099495849206225,,,,,477
sadness,attention,17,0.3,0.29693485441662015,0.08908045632498604,0.05994866397895653,0.23085036617654925,0.1709017021975927,1.918509505318472,,,,,477
sadness,attention,18,0.3,0.3229855128696987,0.0968956538609096,0.05994866397895653,0.2577525599072814,0.19780389592832487,2.041411436391828,,,,,477
